| time  |RAM64[|RAM64[1|
| 1091  |   78 |  3003 |
| 1092  |   78 |  3081 |
| 1093  |   78 |  3081 |
| 1094  |   79 |  3081 |
| 1095  |   79 |  3081 |
| 1096  |   79 |  3081 |
| 1097  |   79 |  3081 |
| 1098  |   79 |  3081 |
| 1099  |   79 |  3081 |
| 1100  |   79 |  3081 |
| 1101  |   79 |  3081 |
| 1102  |   79 |  3081 |
| 1103  |   79 |  3081 |
| 1104  |   79 |  3081 |
| 1105  |   79 |  3081 |
| 1106  |   79 |  3160 |
| 1107  |   79 |  3160 |
| 1108  |   80 |  3160 |
| 1109  |   80 |  3160 |
| 1110  |   80 |  3160 |
| 1111  |   80 |  3160 |
| 1112  |   80 |  3160 |
| 1113  |   80 |  3160 |
| 1114  |   80 |  3160 |
| 1115  |   80 |  3160 |
| 1116  |   80 |  3160 |
| 1117  |   80 |  3160 |
| 1118  |   80 |  3160 |
| 1119  |   80 |  3160 |
| 1120  |   80 |  3240 |
| 1121  |   80 |  3240 |
| 1122  |   81 |  3240 |
| 1123  |   81 |  3240 |
| 1124  |   81 |  3240 |
| 1125  |   81 |  3240 |
| 1126  |   81 |  3240 |
| 1127  |   81 |  3240 |
| 1128  |   81 |  3240 |
| 1129  |   81 |  3240 |
| 1130  |   81 |  3240 |
| 1131  |   81 |  3240 |
| 1132  |   81 |  3240 |
| 1133  |   81 |  3240 |
| 1134  |   81 |  3321 |
| 1135  |   81 |  3321 |
| 1136  |   82 |  3321 |
| 1137  |   82 |  3321 |
| 1138  |   82 |  3321 |
| 1139  |   82 |  3321 |
| 1140  |   82 |  3321 |
| 1141  |   82 |  3321 |
| 1142  |   82 |  3321 |
| 1143  |   82 |  3321 |
| 1144  |   82 |  3321 |
| 1145  |   82 |  3321 |
| 1146  |   82 |  3321 |
| 1147  |   82 |  3321 |
| 1148  |   82 |  3403 |
| 1149  |   82 |  3403 |
| 1150  |   83 |  3403 |
| 1151  |   83 |  3403 |
| 1152  |   83 |  3403 |
| 1153  |   83 |  3403 |
| 1154  |   83 |  3403 |
| 1155  |   83 |  3403 |
| 1156  |   83 |  3403 |
| 1157  |   83 |  3403 |
| 1158  |   83 |  3403 |
| 1159  |   83 |  3403 |
| 1160  |   83 |  3403 |
| 1161  |   83 |  3403 |
| 1162  |   83 |  3486 |
| 1163  |   83 |  3486 |
| 1164  |   84 |  3486 |
| 1165  |   84 |  3486 |
| 1166  |   84 |  3486 |
| 1167  |   84 |  3486 |
| 1168  |   84 |  3486 |
| 1169  |   84 |  3486 |
| 1170  |   84 |  3486 |
| 1171  |   84 |  3486 |
| 1172  |   84 |  3486 |
| 1173  |   84 |  3486 |
| 1174  |   84 |  3486 |
| 1175  |   84 |  3486 |
| 1176  |   84 |  3570 |
| 1177  |   84 |  3570 |
| 1178  |   85 |  3570 |
| 1179  |   85 |  3570 |
| 1180  |   85 |  3570 |
| 1181  |   85 |  3570 |
| 1182  |   85 |  3570 |
| 1183  |   85 |  3570 |
| 1184  |   85 |  3570 |
| 1185  |   85 |  3570 |
| 1186  |   85 |  3570 |
| 1187  |   85 |  3570 |
| 1188  |   85 |  3570 |
| 1189  |   85 |  3570 |
| 1190  |   85 |  3655 |
| 1191  |   85 |  3655 |
| 1192  |   86 |  3655 |
| 1193  |   86 |  3655 |
| 1194  |   86 |  3655 |
| 1195  |   86 |  3655 |
| 1196  |   86 |  3655 |
| 1197  |   86 |  3655 |
| 1198  |   86 |  3655 |
| 1199  |   86 |  3655 |
| 1200  |   86 |  3655 |
| 1201  |   86 |  3655 |
| 1202  |   86 |  3655 |
| 1203  |   86 |  3655 |
| 1204  |   86 |  3741 |
| 1205  |   86 |  3741 |
| 1206  |   87 |  3741 |
| 1207  |   87 |  3741 |
| 1208  |   87 |  3741 |
| 1209  |   87 |  3741 |
| 1210  |   87 |  3741 |
| 1211  |   87 |  3741 |
| 1212  |   87 |  3741 |
| 1213  |   87 |  3741 |
| 1214  |   87 |  3741 |
| 1215  |   87 |  3741 |
| 1216  |   87 |  3741 |
| 1217  |   87 |  3741 |
| 1218  |   87 |  3828 |
| 1219  |   87 |  3828 |
| 1220  |   88 |  3828 |
| 1221  |   88 |  3828 |
| 1222  |   88 |  3828 |
| 1223  |   88 |  3828 |
| 1224  |   88 |  3828 |
| 1225  |   88 |  3828 |
| 1226  |   88 |  3828 |
| 1227  |   88 |  3828 |
| 1228  |   88 |  3828 |
| 1229  |   88 |  3828 |
| 1230  |   88 |  3828 |
| 1231  |   88 |  3828 |
| 1232  |   88 |  3916 |
| 1233  |   88 |  3916 |
| 1234  |   89 |  3916 |
| 1235  |   89 |  3916 |
| 1236  |   89 |  3916 |
| 1237  |   89 |  3916 |
| 1238  |   89 |  3916 |
| 1239  |   89 |  3916 |
| 1240  |   89 |  3916 |
| 1241  |   89 |  3916 |
| 1242  |   89 |  3916 |
| 1243  |   89 |  3916 |
| 1244  |   89 |  3916 |
| 1245  |   89 |  3916 |
| 1246  |   89 |  4005 |
| 1247  |   89 |  4005 |
| 1248  |   90 |  4005 |
| 1249  |   90 |  4005 |
| 1250  |   90 |  4005 |
| 1251  |   90 |  4005 |
| 1252  |   90 |  4005 |
| 1253  |   90 |  4005 |
| 1254  |   90 |  4005 |
| 1255  |   90 |  4005 |
| 1256  |   90 |  4005 |
| 1257  |   90 |  4005 |
| 1258  |   90 |  4005 |
| 1259  |   90 |  4005 |
| 1260  |   90 |  4095 |
| 1261  |   90 |  4095 |
| 1262  |   91 |  4095 |
| 1263  |   91 |  4095 |
| 1264  |   91 |  4095 |
| 1265  |   91 |  4095 |
| 1266  |   91 |  4095 |
| 1267  |   91 |  4095 |
| 1268  |   91 |  4095 |
| 1269  |   91 |  4095 |
| 1270  |   91 |  4095 |
| 1271  |   91 |  4095 |
| 1272  |   91 |  4095 |
| 1273  |   91 |  4095 |
| 1274  |   91 |  4186 |
| 1275  |   91 |  4186 |
| 1276  |   92 |  4186 |
| 1277  |   92 |  4186 |
| 1278  |   92 |  4186 |
| 1279  |   92 |  4186 |
| 1280  |   92 |  4186 |
| 1281  |   92 |  4186 |
| 1282  |   92 |  4186 |
| 1283  |   92 |  4186 |
| 1284  |   92 |  4186 |
| 1285  |   92 |  4186 |
| 1286  |   92 |  4186 |
| 1287  |   92 |  4186 |
| 1288  |   92 |  4278 |
| 1289  |   92 |  4278 |
| 1290  |   93 |  4278 |
| 1291  |   93 |  4278 |
| 1292  |   93 |  4278 |
| 1293  |   93 |  4278 |
| 1294  |   93 |  4278 |
| 1295  |   93 |  4278 |
| 1296  |   93 |  4278 |
| 1297  |   93 |  4278 |
| 1298  |   93 |  4278 |
| 1299  |   93 |  4278 |
| 1300  |   93 |  4278 |
| 1301  |   93 |  4278 |
| 1302  |   93 |  4371 |
| 1303  |   93 |  4371 |
| 1304  |   94 |  4371 |
| 1305  |   94 |  4371 |
| 1306  |   94 |  4371 |
| 1307  |   94 |  4371 |
| 1308  |   94 |  4371 |
| 1309  |   94 |  4371 |
| 1310  |   94 |  4371 |
| 1311  |   94 |  4371 |
| 1312  |   94 |  4371 |
| 1313  |   94 |  4371 |
| 1314  |   94 |  4371 |
| 1315  |   94 |  4371 |
| 1316  |   94 |  4465 |
| 1317  |   94 |  4465 |
| 1318  |   95 |  4465 |
| 1319  |   95 |  4465 |
| 1320  |   95 |  4465 |
| 1321  |   95 |  4465 |
| 1322  |   95 |  4465 |
| 1323  |   95 |  4465 |
| 1324  |   95 |  4465 |
| 1325  |   95 |  4465 |
| 1326  |   95 |  4465 |
| 1327  |   95 |  4465 |
| 1328  |   95 |  4465 |
| 1329  |   95 |  4465 |
| 1330  |   95 |  4560 |
| 1331  |   95 |  4560 |
| 1332  |   96 |  4560 |
| 1333  |   96 |  4560 |
| 1334  |   96 |  4560 |
| 1335  |   96 |  4560 |
| 1336  |   96 |  4560 |
| 1337  |   96 |  4560 |
| 1338  |   96 |  4560 |
| 1339  |   96 |  4560 |
| 1340  |   96 |  4560 |
| 1341  |   96 |  4560 |
| 1342  |   96 |  4560 |
| 1343  |   96 |  4560 |
| 1344  |   96 |  4656 |
| 1345  |   96 |  4656 |
| 1346  |   97 |  4656 |
| 1347  |   97 |  4656 |
| 1348  |   97 |  4656 |
| 1349  |   97 |  4656 |
| 1350  |   97 |  4656 |
| 1351  |   97 |  4656 |
| 1352  |   97 |  4656 |
| 1353  |   97 |  4656 |
| 1354  |   97 |  4656 |
| 1355  |   97 |  4656 |
| 1356  |   97 |  4656 |
| 1357  |   97 |  4656 |
| 1358  |   97 |  4753 |
| 1359  |   97 |  4753 |
| 1360  |   98 |  4753 |
| 1361  |   98 |  4753 |
| 1362  |   98 |  4753 |
| 1363  |   98 |  4753 |
| 1364  |   98 |  4753 |
| 1365  |   98 |  4753 |
| 1366  |   98 |  4753 |
| 1367  |   98 |  4753 |
| 1368  |   98 |  4753 |
| 1369  |   98 |  4753 |
| 1370  |   98 |  4753 |
| 1371  |   98 |  4753 |
| 1372  |   98 |  4851 |
| 1373  |   98 |  4851 |
| 1374  |   99 |  4851 |
| 1375  |   99 |  4851 |
| 1376  |   99 |  4851 |
| 1377  |   99 |  4851 |
| 1378  |   99 |  4851 |
| 1379  |   99 |  4851 |
| 1380  |   99 |  4851 |
| 1381  |   99 |  4851 |
| 1382  |   99 |  4851 |
| 1383  |   99 |  4851 |
| 1384  |   99 |  4851 |
| 1385  |   99 |  4851 |
| 1386  |   99 |  4950 |
| 1387  |   99 |  4950 |
| 1388  |  100 |  4950 |
| 1389  |  100 |  4950 |
| 1390  |  100 |  4950 |
| 1391  |  100 |  4950 |
| 1392  |  100 |  4950 |
| 1393  |  100 |  4950 |
| 1394  |  100 |  4950 |
| 1395  |  100 |  4950 |
| 1396  |  100 |  4950 |
